Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age
Airlines,Online,Basic Plan,No,19.0,THAILAND,22.0,7.7,F,47.0
Airlines,Online,Value Plan,No,0.0,BRUNEI DARUSSALAM,15.0,6.0,F,24.0
Airlines,Online,Bronze Plan,No,29.0,SINGAPORE,27.0,6.75,M,30.0
Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,38.35,9.59,M,32.0
Airlines,Online,Silver Plan,Yes,16.0,SINGAPORE,127.0,31.75,M,34.0
Airlines,Online,Basic Plan,No,9.0,CHINA,22.0,7.7,F,69.0
Airlines,Online,Bronze Plan,Yes,14.0,SINGAPORE,23.4,5.85,M,69.0
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,59.0,14.75,M,43.0
Airlines,Online,Basic Plan,No,17.0,THAILAND,33.0,11.55,M,37.0
Airlines,Online,Gold Plan,No,11.0,SINGAPORE,63.7,15.93,M,45.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,34.5,8.63,M,36.0
Airlines,Online,Bronze Plan,No,21.0,SINGAPORE,44.85,11.21,M,28.0
Airlines,Online,Basic Plan,No,9.0,THAILAND,22.0,7.7,F,45.0
Airlines,Online,Value Plan,No,86.0,MALAYSIA,56.0,19.6,F,33.0
Airlines,Online,Basic Plan,No,9.0,HONG KONG,22.0,7.7,M,58.0
Travel Agency,Offline,Comprehensive Plan,No,6.0,THAILAND,29.0,9.57,F,27.0
Airlines,Online,Basic Plan,No,81.0,CHINA,63.0,22.05,F,28.0
Airlines,Online,Basic Plan,No,32.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,39.0
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,18.5,4.63,M,19.0
Airlines,Online,Basic Plan,No,24.0,MALAYSIA,18.0,6.3,F,48.0
Airlines,Online,Basic Plan,No,90.0,JAPAN,35.0,12.25,M,29.0
Airlines,Online,24 Protect,No,91.0,VIET NAM,19.55,6.84,M,48.0
Airlines,Online,Basic Plan,No,27.0,MYANMAR,18.0,6.3,F,27.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,M,45.0
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,35.0,8.75,F,57.0
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,252.85,63.21,F,59.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,30.55,7.64,M,49.0
Airlines,Online,Basic Plan,No,23.0,PHILIPPINES,30.0,10.5,M,54.0
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,252.85,63.21,F,39.0
Airlines,Online,Basic Plan,No,8.0,INDONESIA,22.0,7.7,F,70.0
Airlines,Online,Basic Plan,No,6.0,MALAYSIA,18.0,6.3,F,27.0
Travel Agency,Offline,Comprehensive Plan,No,92.0,MALAYSIA,29.0,9.57,F,77.0
Airlines,Online,Basic Plan,No,31.0,THAILAND,18.0,6.3,M,40.0
Airlines,Online,Annual Silver Plan,Yes,369.0,SINGAPORE,187.85,46.96,M,74.0
Airlines,Online,Bronze Plan,No,38.0,SINGAPORE,61.1,15.28,F,37.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,25.2,6.3,M,54.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,187.85,46.96,M,59.0
Airlines,Online,Basic Plan,No,14.0,HONG KONG,26.0,9.1,F,62.0
Airlines,Online,Basic Plan,No,134.0,PHILIPPINES,37.0,12.95,F,43.0
Travel Agency,Online,Premier Plan,No,22.0,UNITED KINGDOM,111.0,42.18,M,48.0
Airlines,Online,Silver Plan,No,39.0,SINGAPORE,84.5,21.13,F,45.0
Travel Agency,Online,Value Plan,No,82.0,NETHERLANDS,0.0,28.5,M,22.0
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,53.95,13.49,F,30.0
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,38.35,9.59,M,32.0
Airlines,Online,Basic Plan,No,66.0,CHINA,63.0,22.05,M,26.0
Airlines,Online,Basic Plan,No,13.0,AUSTRALIA,22.0,7.7,M,61.0
Airlines,Online,Basic Plan,No,42.0,THAILAND,22.0,7.7,M,34.0
Airlines,Online,Bronze Plan,No,42.0,SINGAPORE,53.5,13.38,M,30.0
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,35.25,8.81,F,48.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,18.9,4.72,F,24.0
Airlines,Online,Basic Plan,No,34.0,VIET NAM,22.0,7.7,M,58.0
Airlines,Online,Basic Plan,No,15.0,VIET NAM,22.0,7.7,M,57.0
Travel Agency,Online,Value Plan,No,6.0,INDONESIA,28.0,10.64,M,48.0
Travel Agency,Offline,Comprehensive Plan,No,142.0,THAILAND,29.0,9.57,F,56.0
Airlines,Online,Gold Plan,No,11.0,SINGAPORE,114.75,28.69,M,35.0
Airlines,Online,Basic Plan,No,1.0,INDONESIA,18.0,6.3,M,70.0
Airlines,Online,Basic Plan,No,8.0,MYANMAR,22.0,7.7,M,54.0
Airlines,Online,Basic Plan,No,73.0,PHILIPPINES,0.0,11.55,F,47.0
Airlines,Online,Value Plan,No,32.0,JAPAN,69.0,24.15,M,37.0
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,32.5,8.13,M,29.0
Airlines,Online,Gold Plan,No,26.0,SINGAPORE,119.0,29.75,M,48.0
Airlines,Online,Value Plan,No,18.0,JAPAN,58.0,20.3,F,29.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,35.25,8.81,F,28.0
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,F,40.0
Airlines,Online,Basic Plan,No,1.0,MALAYSIA,18.0,6.3,M,29.0
Airlines,Online,Gold Plan,No,60.0,SINGAPORE,146.25,36.56,M,72.0
Travel Agency,Online,Value Plan,No,129.0,NETHERLANDS,109.0,41.42,M,48.0
Airlines,Online,Basic Plan,No,10.0,SRI LANKA,35.0,12.25,F,44.0
Airlines,Online,Basic Plan,No,40.0,JAPAN,35.0,12.25,M,34.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,M,39.0
Airlines,Online,Basic Plan,No,82.0,"KOREA, REPUBLIC OF",35.0,12.25,F,49.0
Airlines,Online,Basic Plan,No,2.0,THAILAND,18.0,6.3,M,41.0
Airlines,Online,Basic Plan,No,32.0,CHINA,35.0,12.25,M,45.0
Airlines,Online,Value Plan,No,18.0,AUSTRALIA,45.0,15.75,M,36.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,389.0,97.25,F,27.0
Airlines,Online,Basic Plan,No,5.0,PHILIPPINES,18.0,6.3,M,39.0
Airlines,Online,Basic Plan,No,123.0,CHINA,40.0,14.0,F,30.0
Airlines,Online,Value Plan,No,2.0,INDIA,93.0,37.2,M,118.0
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,M,45.0
Travel Agency,Online,Premier Plan,No,98.0,NETHERLANDS,86.0,32.68,F,48.0
Airlines,Online,Basic Plan,No,139.0,JAPAN,40.0,14.0,M,23.0
Airlines,Online,Basic Plan,No,48.0,CHINA,56.0,19.6,M,49.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,0.0,63.21,F,46.0
Airlines,Online,Value Plan,No,37.0,INDIA,31.0,12.4,F,118.0
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,M,62.0
Airlines,Online,Silver Plan,No,14.0,SINGAPORE,70.85,17.71,M,27.0
Travel Agency,Online,Value Plan,No,18.0,FRANCE,75.0,28.5,M,48.0
Airlines,Online,Gold Plan,No,13.0,SINGAPORE,63.7,15.93,F,53.0
Airlines,Online,Bronze Plan,No,65.0,SINGAPORE,23.0,5.75,M,43.0
Airlines,Online,Basic Plan,No,10.0,INDONESIA,18.0,6.3,M,48.0
Airlines,Online,Value Plan,No,65.0,UNITED STATES,96.0,33.6,F,39.0
Airlines,Online,Value Plan,No,32.0,CHINA,58.0,20.3,M,56.0
Airlines,Online,Value Plan,No,45.0,INDIA,39.0,15.6,M,118.0
Airlines,Online,Basic Plan,No,22.0,HONG KONG,35.0,12.25,M,67.0
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,187.85,46.96,M,47.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,30.55,7.64,F,30.0
Airlines,Online,24 Protect,No,8.0,PHILIPPINES,14.39,5.04,F,48.0
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,F,53.0
Airlines,Online,Basic Plan,No,7.0,CHINA,26.0,9.1,M,49.0
Airlines,Online,Value Plan,No,241.0,AUSTRALIA,69.0,24.15,F,56.0
Airlines,Online,Basic Plan,No,36.0,HONG KONG,26.0,9.1,M,45.0
Airlines,Online,Basic Plan,No,102.0,CHINA,40.0,14.0,M,54.0
Airlines,Online,Value Plan,No,71.0,NORWAY,125.0,43.75,M,24.0
Airlines,Online,Basic Plan,No,17.0,THAILAND,22.0,7.7,F,30.0
Airlines,Online,Basic Plan,No,6.0,PHILIPPINES,22.0,7.7,M,37.0
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,17.25,4.31,F,48.0
Airlines,Online,Basic Plan,No,47.0,NEPAL,49.0,17.15,M,18.0
Airlines,Online,Silver Plan,No,4.0,SINGAPORE,24.05,6.01,M,30.0
Airlines,Online,Value Plan,No,21.0,INDIA,117.0,46.8,M,118.0
Airlines,Online,24 Protect,No,1.0,MALAYSIA,8.28,2.9,M,48.0
Airlines,Online,Basic Plan,No,7.0,HONG KONG,22.0,7.7,F,22.0
Airlines,Online,Basic Plan,No,8.0,INDONESIA,18.0,6.3,F,37.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,289.0,72.25,F,36.0
Travel Agency,Online,Premier Plan,No,19.0,FRANCE,86.0,32.68,F,22.0
Airlines,Online,Bronze Plan,No,41.0,SINGAPORE,30.55,7.64,M,28.0
Airlines,Online,Basic Plan,No,9.0,THAILAND,22.0,7.7,M,35.0
Airlines,Online,Basic Plan,No,56.0,PHILIPPINES,37.0,12.95,F,27.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,23.4,5.85,F,26.0
Airlines,Online,Value Plan,No,24.0,BRUNEI DARUSSALAM,23.0,9.2,M,53.0
Airlines,Online,Basic Plan,No,18.0,THAILAND,18.0,6.3,F,55.0
Airlines,Online,Value Plan,No,97.0,BRUNEI DARUSSALAM,23.0,9.2,M,56.0
Airlines,Online,24 Protect,No,3.0,PHILIPPINES,6.25,2.19,F,48.0
Airlines,Online,Basic Plan,No,72.0,INDONESIA,22.0,7.7,F,46.0
Airlines,Online,Basic Plan,No,21.0,INDONESIA,42.0,14.7,F,38.0
Airlines,Online,Value Plan,No,21.0,CHINA,83.0,29.05,F,34.0
Airlines,Online,Basic Plan,No,6.0,PHILIPPINES,18.0,6.3,M,47.0
Airlines,Online,Value Plan,No,15.0,BRUNEI DARUSSALAM,23.0,9.2,M,45.0
Airlines,Online,Basic Plan,No,33.0,PHILIPPINES,58.0,20.3,M,64.0
Airlines,Online,Basic Plan,No,54.0,JAPAN,40.0,14.0,M,22.0
Airlines,Online,Basic Plan,No,34.0,THAILAND,18.0,6.3,M,42.0
Airlines,Online,Annual Gold Plan,Yes,365.0,SINGAPORE,449.25,112.31,M,37.0
Airlines,Online,Value Plan,No,15.0,CHINA,40.0,14.0,F,26.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,301.0,75.25,F,57.0
Airlines,Online,Basic Plan,No,17.0,THAILAND,22.0,7.7,F,37.0
Airlines,Online,Basic Plan,No,10.0,VIET NAM,22.0,7.7,M,55.0
Airlines,Online,Value Plan,No,3.0,SWEDEN,49.0,17.15,M,27.0
Airlines,Online,Basic Plan,No,11.0,THAILAND,22.0,7.7,M,42.0
Airlines,Online,Annual Silver Plan,Yes,370.0,SINGAPORE,252.85,63.21,M,31.0
Travel Agency,Online,Value Plan,No,37.0,INDONESIA,28.0,10.64,F,48.0
Airlines,Online,Basic Plan,No,32.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,20.0
Airlines,Online,Value Plan,No,9.0,CHINA,45.0,15.75,M,45.0
Airlines,Online,Value Plan,No,18.0,CHINA,45.0,15.75,M,58.0
Airlines,Online,Basic Plan,No,106.0,HONG KONG,26.0,9.1,F,30.0
Airlines,Online,Basic Plan,No,181.0,THAILAND,22.0,7.7,F,51.0
Travel Agency,Online,Premier Plan,No,21.0,GERMANY,72.0,27.36,M,48.0
Airlines,Online,Basic Plan,No,32.0,THAILAND,30.0,10.5,M,45.0
Airlines,Online,Basic Plan,No,6.0,MALAYSIA,22.0,7.7,M,54.0
Airlines,Online,Value Plan,No,23.0,INDIA,58.0,20.3,M,69.0
Airlines,Online,Silver Plan,No,42.0,SINGAPORE,54.6,13.65,M,21.0
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,17.55,4.39,M,38.0
Airlines,Online,Value Plan,No,90.0,FRANCE,109.0,38.15,F,30.0
Airlines,Online,Basic Plan,No,104.0,THAILAND,22.0,7.7,F,36.0
Airlines,Online,Basic Plan,No,10.0,CHINA,35.0,12.25,M,66.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,23.4,5.85,F,44.0
Airlines,Online,Basic Plan,No,17.0,CHINA,26.0,9.1,F,29.0
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,24.05,6.01,M,79.0
Airlines,Online,Basic Plan,No,37.0,INDONESIA,37.0,12.95,F,27.0
Airlines,Online,Basic Plan,No,46.0,MALAYSIA,18.0,6.3,F,53.0
Airlines,Online,Basic Plan,No,14.0,INDONESIA,18.0,6.3,F,25.0
Airlines,Online,Basic Plan,No,5.0,MALAYSIA,22.0,7.7,M,54.0
Airlines,Online,Basic Plan,No,33.0,INDONESIA,18.0,6.3,F,26.0
Airlines,Online,Basic Plan,No,2.0,THAILAND,18.0,6.3,F,27.0
Airlines,Online,Bronze Plan,No,76.0,SINGAPORE,107.0,26.75,M,35.0
Airlines,Online,24 Protect,No,1.0,PHILIPPINES,11.29,3.95,F,48.0
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,19.5,4.88,F,43.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,M,65.0
Airlines,Online,Value Plan,No,67.0,UNITED STATES,73.0,25.55,M,54.0
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,17.55,4.39,M,25.0
Airlines,Online,Annual Gold Plan,No,386.0,SINGAPORE,389.35,97.34,F,62.0
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,187.85,46.96,F,70.0
Airlines,Online,Basic Plan,No,33.0,INDONESIA,52.0,18.2,M,56.0
Airlines,Online,Basic Plan,No,90.0,MALAYSIA,22.0,7.7,F,57.0
Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,M,24.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,301.0,75.25,M,41.0
Travel Agency,Online,Premier Plan,No,26.0,INDONESIA,38.0,14.44,M,48.0
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,F,52.0
Airlines,Online,Basic Plan,No,12.0,CHINA,35.0,12.25,M,35.0
Airlines,Online,Basic Plan,No,14.0,THAILAND,22.0,7.7,F,38.0
Airlines,Online,Annual Silver Plan,No,373.0,SINGAPORE,252.85,63.21,M,41.0
Airlines,Online,Value Plan,No,59.0,CANADA,0.0,42.35,M,30.0
Airlines,Online,Basic Plan,No,16.0,CHINA,26.0,9.1,F,37.0
Travel Agency,Online,Premier Plan,No,120.0,NETHERLANDS,130.0,49.4,F,48.0
Airlines,Online,Gold Plan,No,5.0,SINGAPORE,37.8,9.45,M,41.0
Airlines,Online,Value Plan,No,122.0,IRELAND,49.0,17.15,M,22.0
Airlines,Online,Basic Plan,No,15.0,INDONESIA,22.0,7.7,M,25.0
Airlines,Online,Bronze Plan,No,128.0,SINGAPORE,30.55,7.64,F,49.0
Airlines,Online,Basic Plan,No,39.0,HONG KONG,26.0,9.1,F,35.0
Airlines,Online,Value Plan,No,257.0,INDIA,50.0,20.0,F,118.0
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,36.75,9.19,F,33.0
Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,M,34.0
Airlines,Online,Basic Plan,No,17.0,CHINA,26.0,9.1,M,60.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,23.8,5.95,M,34.0
Airlines,Online,24 Protect,No,1.0,PHILIPPINES,13.14,4.6,F,48.0
Airlines,Online,Basic Plan,No,50.0,THAILAND,22.0,7.7,F,49.0
Airlines,Online,Basic Plan,No,41.0,JAPAN,35.0,12.25,F,39.0
Airlines,Online,Basic Plan,No,33.0,CHINA,69.0,24.15,F,46.0
Airlines,Online,Basic Plan,No,43.0,PHILIPPINES,42.0,14.7,M,33.0
Airlines,Online,Basic Plan,No,22.0,MALAYSIA,22.0,7.7,M,26.0
Airlines,Online,Bronze Plan,No,0.0,SINGAPORE,14.4,3.6,M,49.0
Airlines,Online,Basic Plan,No,5.0,AUSTRALIA,22.0,7.7,M,44.0
Airlines,Online,Basic Plan,No,52.0,AUSTRALIA,35.0,12.25,F,28.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,20.25,5.06,M,56.0
Airlines,Online,Value Plan,No,47.0,SPAIN,87.0,30.45,F,31.0
Airlines,Online,Basic Plan,No,27.0,THAILAND,30.0,10.5,M,40.0
Airlines,Online,Value Plan,No,27.0,CHINA,58.0,20.3,M,46.0
Airlines,Online,Basic Plan,No,19.0,THAILAND,22.0,7.7,F,63.0
Airlines,Online,Basic Plan,No,16.0,CHINA,26.0,9.1,F,64.0
Airlines,Online,Silver Plan,No,28.0,SINGAPORE,22.2,5.55,F,53.0
Airlines,Online,Value Plan,No,72.0,UNITED STATES,121.0,42.35,F,50.0
Airlines,Online,24 Protect,No,46.0,THAILAND,22.94,8.03,M,48.0
Travel Agency,Online,Value Plan,No,42.0,UNITED KINGDOM,75.0,28.5,F,48.0
Airlines,Online,Basic Plan,No,73.0,PHILIPPINES,22.0,7.7,M,63.0
Airlines,Online,Value Plan,No,16.0,INDIA,69.0,24.15,M,48.0
Airlines,Online,Basic Plan,No,25.0,CHINA,35.0,12.25,F,27.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,30.55,7.64,F,33.0
Airlines,Online,Basic Plan,No,14.0,THAILAND,22.0,7.7,M,45.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,-389.0,97.25,M,27.0
Airlines,Online,Value Plan,No,15.0,INDIA,39.0,15.6,M,118.0
Airlines,Online,Basic Plan,No,11.0,THAILAND,30.0,10.5,M,37.0
Airlines,Online,Basic Plan,No,170.0,THAILAND,22.0,7.7,M,55.0
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,17.55,4.39,F,61.0
Airlines,Online,Bronze Plan,No,35.0,SINGAPORE,94.0,23.5,F,26.0
Airlines,Online,Basic Plan,No,5.0,CHINA,22.0,7.7,M,33.0
Airlines,Online,Value Plan,No,32.0,AUSTRALIA,69.0,24.15,F,35.0
Airlines,Online,Basic Plan,No,7.0,THAILAND,22.0,7.7,M,46.0
Travel Agency,Offline,Comprehensive Plan,No,34.0,THAILAND,0.0,9.57,F,118.0
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,84.0,21.0,M,42.0
Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,38.35,9.59,F,29.0
Airlines,Online,Value Plan,No,11.0,MALAYSIA,23.0,9.2,M,32.0
Airlines,Online,Value Plan,No,20.0,INDIA,31.0,12.4,F,118.0
Airlines,Online,Silver Plan,No,46.0,SINGAPORE,64.35,16.09,M,33.0
Airlines,Online,Basic Plan,No,13.0,MALAYSIA,18.0,6.3,M,50.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,29.5,7.38,M,25.0
Airlines,Online,Basic Plan,No,6.0,PHILIPPINES,18.0,6.3,M,32.0
Airlines,Online,Gold Plan,No,27.0,SINGAPORE,91.0,22.75,M,37.0
Travel Agency,Offline,Comprehensive Plan,No,267.0,THAILAND,29.0,9.57,F,71.0
Airlines,Online,Value Plan,No,22.0,SRI LANKA,45.0,15.75,M,65.0
Airlines,Online,Basic Plan,No,48.0,INDIA,50.0,17.5,M,53.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,22.1,5.53,M,29.0
Airlines,Online,Basic Plan,No,48.0,THAILAND,22.0,7.7,M,58.0
Airlines,Online,Value Plan,No,7.0,BRUNEI DARUSSALAM,15.0,6.0,F,58.0
Travel Agency,Online,Premier Plan,No,27.0,INDONESIA,38.0,14.44,F,48.0
Airlines,Online,Basic Plan,No,3.0,INDONESIA,18.0,6.3,M,46.0
Airlines,Online,24 Protect,No,141.0,SINGAPORE,64.2,22.47,F,48.0
Airlines,Online,Gold Plan,No,7.0,SINGAPORE,38.35,9.59,F,50.0
Airlines,Online,Basic Plan,No,8.0,MALAYSIA,22.0,7.7,M,32.0
Airlines,Online,Basic Plan,No,50.0,MALAYSIA,18.0,6.3,M,39.0
Airlines,Online,Value Plan,No,63.0,UNITED STATES,164.0,57.4,M,45.0
Airlines,Online,Basic Plan,No,17.0,MACAO,40.0,14.0,F,30.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,M,36.0
Airlines,Online,Value Plan,No,9.0,HONG KONG,45.0,15.75,F,46.0
Airlines,Online,Basic Plan,No,100.0,MALAYSIA,18.0,6.3,F,59.0
Travel Agency,Offline,Comprehensive Plan,No,226.0,THAILAND,29.0,9.57,F,72.0
Airlines,Online,Basic Plan,No,17.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,52.0
Airlines,Online,Basic Plan,No,59.0,THAILAND,18.0,6.3,M,54.0
Airlines,Online,Basic Plan,No,11.0,MYANMAR,22.0,7.7,M,51.0
Airlines,Online,24 Protect,No,8.0,PHILIPPINES,3.1,1.08,F,48.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,20.25,5.06,M,53.0
Airlines,Online,Basic Plan,No,8.0,MALAYSIA,18.0,6.3,M,34.0
Airlines,Online,Value Plan,No,26.0,JAPAN,58.0,20.3,F,45.0
Airlines,Online,Bronze Plan,No,40.0,SINGAPORE,61.1,15.28,F,27.0
Airlines,Online,Basic Plan,No,11.0,THAILAND,22.0,7.7,M,29.0
Airlines,Online,24 Protect,No,12.0,PHILIPPINES,4.95,1.73,F,48.0
Travel Agency,Online,Value Plan,No,13.0,INDONESIA,48.0,18.24,F,48.0
Airlines,Online,Bronze Plan,No,18.0,SINGAPORE,25.5,6.38,F,31.0
Airlines,Online,Basic Plan,No,24.0,CHINA,35.0,12.25,M,54.0
Airlines,Online,Basic Plan,No,11.0,THAILAND,30.0,10.5,F,53.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,17.55,4.39,M,40.0
Airlines,Online,Basic Plan,No,184.0,"KOREA, REPUBLIC OF",40.0,14.0,F,27.0
Airlines,Online,Bronze Plan,No,21.0,SINGAPORE,22.1,5.53,M,32.0
Airlines,Online,Value Plan,No,27.0,FRANCE,49.0,17.15,F,35.0
Airlines,Online,Value Plan,No,150.0,UNITED KINGDOM,87.0,30.45,F,33.0
Travel Agency,Online,Value Plan,No,22.0,INDONESIA,33.0,12.54,M,48.0
Airlines,Online,Basic Plan,No,83.0,MYANMAR,37.0,12.95,F,26.0
Airlines,Online,Annual Gold Plan,No,365.0,SINGAPORE,389.35,97.34,M,45.0
Airlines,Online,Basic Plan,No,22.0,MALAYSIA,30.0,10.5,M,42.0
Airlines,Online,Value Plan,No,26.0,UNITED STATES,96.0,33.6,F,31.0
Airlines,Online,Basic Plan,No,91.0,NEPAL,-61.0,21.35,F,30.0
Airlines,Online,Bronze Plan,No,36.0,SINGAPORE,70.5,17.63,F,50.0
Airlines,Online,Basic Plan,No,28.0,HONG KONG,35.0,12.25,M,43.0
Airlines,Online,Basic Plan,No,28.0,INDONESIA,22.0,7.7,M,43.0
Airlines,Online,Value Plan,No,4.0,INDIA,31.0,12.4,M,118.0
Airlines,Online,Value Plan,No,28.0,AUSTRALIA,58.0,20.3,M,60.0
Airlines,Online,Annual Silver Plan,No,392.0,SINGAPORE,389.0,97.25,F,37.0
Airlines,Online,Basic Plan,No,7.0,CHINA,26.0,9.1,M,31.0
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,48.0
Airlines,Online,Value Plan,No,6.0,INDIA,39.0,15.6,M,118.0
Airlines,Online,Basic Plan,No,10.0,CHINA,22.0,7.7,M,66.0
Airlines,Online,Basic Plan,No,25.0,INDIA,35.0,12.25,M,48.0
Airlines,Online,Basic Plan,No,40.0,HONG KONG,35.0,12.25,M,68.0
Airlines,Online,Silver Plan,No,17.0,SINGAPORE,81.0,20.25,F,3.0
Airlines,Online,Basic Plan,No,20.0,HONG KONG,35.0,12.25,M,71.0
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,F,60.0
Airlines,Online,Basic Plan,No,48.0,INDIA,40.0,14.0,M,37.0
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,46.9,11.72,M,45.0
Airlines,Online,Basic Plan,No,50.0,CHINA,56.0,19.6,M,44.0
Airlines,Online,Annual Silver Plan,No,487.0,SINGAPORE,252.85,63.21,M,28.0
Airlines,Online,Basic Plan,No,17.0,INDONESIA,22.0,7.7,M,44.0
Airlines,Online,Basic Plan,No,9.0,MALAYSIA,18.0,6.3,F,39.0
Airlines,Online,Basic Plan,No,2.0,MYANMAR,18.0,6.3,F,29.0
Airlines,Online,Basic Plan,No,4.0,MYANMAR,18.0,6.3,M,57.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,17.55,4.39,F,45.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,23.4,5.85,M,59.0
Airlines,Online,Gold Plan,No,5.0,SINGAPORE,32.25,8.06,M,34.0
Airlines,Online,Value Plan,No,75.0,INDIA,31.0,12.4,F,118.0
Airlines,Online,Bronze Plan,Yes,32.0,SINGAPORE,53.5,13.38,F,58.0
Airlines,Online,Basic Plan,No,10.0,THAILAND,22.0,7.7,M,44.0
Airlines,Online,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,M,33.0
Airlines,Online,Value Plan,No,11.0,UNITED KINGDOM,87.0,30.45,M,65.0
Airlines,Online,Bronze Plan,No,42.0,SINGAPORE,61.1,15.28,F,29.0
Airlines,Online,Value Plan,No,11.0,INDIA,31.0,12.4,F,118.0
Airlines,Online,Basic Plan,No,89.0,PHILIPPINES,47.0,16.45,M,54.0
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,20.25,5.06,M,26.0
Airlines,Online,Silver Plan,No,25.0,SINGAPORE,95.25,23.81,F,34.0
Airlines,Online,Basic Plan,No,1.0,CHINA,22.0,7.7,M,59.0
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,34.0,8.5,F,41.0
Airlines,Online,Basic Plan,No,31.0,THAILAND,22.0,7.7,M,42.0
Airlines,Online,Basic Plan,No,34.0,THAILAND,22.0,7.7,M,28.0
Airlines,Online,Basic Plan,No,3.0,INDONESIA,22.0,7.7,M,54.0
Airlines,Online,Basic Plan,No,37.0,HONG KONG,26.0,9.1,F,54.0
Airlines,Online,Value Plan,No,96.0,CANADA,138.0,48.3,F,35.0
Airlines,Online,Basic Plan,No,11.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,43.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,F,29.0
Airlines,Online,Basic Plan,No,75.0,THAILAND,22.0,7.7,M,55.0
