Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age,Predicted Claim,Claim Probability
Airlines,Online,Value Plan,No,0.0,BRUNEI DARUSSALAM,15.0,6.0,M,38.0,0,1.3120635e-06
Airlines,Online,Value Plan,No,6.0,BRUNEI DARUSSALAM,15.0,6.0,F,30.0,0,3.9858907e-07
Airlines,Online,Basic Plan,No,11.0,MYANMAR,18.0,6.3,F,35.0,0,0.00032375116
Airlines,Online,Annual Silver Plan,Yes,386.0,SINGAPORE,252.85,63.21,F,38.0,1,0.98628926
Airlines,Online,Basic Plan,No,1.0,CHINA,22.0,7.7,M,33.0,0,8.9915586e-05
Airlines,Online,Basic Plan,No,3.0,CHINA,22.0,7.7,M,30.0,0,7.326043e-05
Airlines,Online,Basic Plan,No,176.0,"KOREA, REPUBLIC OF",35.0,12.25,M,32.0,0,5.805832e-05
Airlines,Online,Basic Plan,No,9.0,MYANMAR,18.0,6.3,F,27.0,0,0.00018129568
Travel Agency,Online,Value Plan,No,67.0,INDONESIA,28.0,10.64,M,48.0,0,0.00074906944
Airlines,Online,Basic Plan,No,100.0,THAILAND,33.0,11.55,M,58.0,0,0.0012385608
Airlines,Online,Basic Plan,No,29.0,CHINA,63.0,22.05,F,32.0,0,0.00012151744
Airlines,Online,Annual Silver Plan,Yes,380.0,SINGAPORE,252.85,63.21,F,31.0,1,0.9864824
Airlines,Online,Basic Plan,No,35.0,AUSTRALIA,22.0,7.7,M,43.0,0,8.945367e-07
Airlines,Online,Value Plan,No,8.0,INDIA,39.0,15.6,M,118.0,0,1.3532259e-05
Airlines,Online,Basic Plan,No,31.0,MYANMAR,52.0,18.2,F,36.0,0,3.0673662e-05
Airlines,Online,Value Plan,No,9.0,BRUNEI DARUSSALAM,23.0,9.2,M,58.0,1,0.053806707
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,42.75,10.69,M,48.0,0,0.008136156
Airlines,Online,Basic Plan,No,10.0,THAILAND,22.0,7.7,M,48.0,0,5.8750273e-05
Airlines,Online,Value Plan,No,88.0,NETHERLANDS,125.0,43.75,F,24.0,0,1.862553e-05
Airlines,Online,Basic Plan,No,20.0,"KOREA, REPUBLIC OF",35.0,12.25,F,35.0,0,1.4400456e-06
Travel Agency,Offline,Comprehensive Plan,No,128.0,THAILAND,29.0,9.57,F,76.0,0,1.8588158e-05
Airlines,Online,Basic Plan,No,6.0,HONG KONG,26.0,9.1,M,39.0,0,0.00032880643
Travel Agency,Offline,Comprehensive Plan,No,52.0,MALAYSIA,29.0,9.57,F,67.0,0,0.0014737289
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,36.0,9.0,F,44.0,1,0.04937425
Airlines,Online,Annual Gold Plan,No,399.0,SINGAPORE,389.35,97.34,M,55.0,0,0.00029093176
Airlines,Online,Basic Plan,No,172.0,INDONESIA,18.0,6.3,F,33.0,0,5.0394247e-05
Airlines,Online,Silver Plan,No,44.0,SINGAPORE,157.0,39.25,M,31.0,1,0.28745994
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,187.85,46.96,F,76.0,0,4.4358287e-05
Airlines,Online,Basic Plan,No,71.0,PHILIPPINES,42.0,14.7,F,41.0,0,2.5922796e-05
Airlines,Online,Basic Plan,No,31.0,PHILIPPINES,52.0,18.2,F,47.0,0,4.1388353e-06
Airlines,Online,Basic Plan,No,7.0,THAILAND,22.0,7.7,M,57.0,0,0.0001725278
Airlines,Online,Basic Plan,No,54.0,MALAYSIA,30.0,10.5,M,42.0,0,0.00072711543
Airlines,Online,Bronze Plan,No,30.0,SINGAPORE,38.35,9.59,M,37.0,0,0.0026054818
Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,27.0,6.75,M,27.0,1,0.16421756
Airlines,Online,Basic Plan,No,37.0,CHINA,35.0,12.25,F,60.0,0,0.0042263325
Airlines,Online,Silver Plan,No,26.0,SINGAPORE,53.95,13.49,M,83.0,1,0.1462609
Airlines,Online,Value Plan,No,5.0,INDIA,39.0,15.6,M,118.0,0,1.8068802e-05
Airlines,Online,Value Plan,No,10.0,AUSTRALIA,45.0,15.75,M,43.0,1,0.033608757
Airlines,Online,Basic Plan,No,12.0,THAILAND,22.0,7.7,F,43.0,0,0.00082561263
Airlines,Online,Basic Plan,No,27.0,HONG KONG,22.0,7.7,F,79.0,0,7.729839e-05
Airlines,Online,Value Plan,No,14.0,INDIA,50.0,20.0,M,118.0,0,8.04262e-05
Airlines,Online,Value Plan,No,26.0,"KOREA, REPUBLIC OF",69.0,24.15,M,50.0,0,6.920237e-05
Airlines,Online,Basic Plan,No,166.0,PHILIPPINES,18.0,6.3,M,50.0,0,5.326085e-05
Airlines,Online,Basic Plan,No,31.0,CHINA,35.0,12.25,M,63.0,0,5.0525614e-05
Airlines,Online,Basic Plan,No,5.0,VIET NAM,18.0,6.3,M,55.0,0,7.807685e-05
Airlines,Online,Bronze Plan,No,174.0,SINGAPORE,17.55,4.39,F,49.0,0,2.0286525e-05
Airlines,Online,Value Plan,No,65.0,INDIA,78.0,31.2,F,118.0,1,0.032474842
Airlines,Online,Basic Plan,No,9.0,PHILIPPINES,18.0,6.3,M,64.0,0,0.00028628387
Airlines,Online,Basic Plan,No,10.0,THAILAND,18.0,6.3,M,49.0,0,7.774727e-05
Airlines,Online,Basic Plan,No,18.0,THAILAND,37.0,12.95,M,33.0,0,1.632196e-06
Airlines,Online,Bronze Plan,No,29.0,SINGAPORE,46.0,11.5,F,30.0,1,0.44778016
Airlines,Online,Bronze Plan,No,55.0,SINGAPORE,44.85,11.21,F,52.0,1,0.98546904
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,F,32.0,1,0.9369993
Airlines,Online,Basic Plan,No,16.0,INDONESIA,22.0,7.7,F,52.0,0,0.0007367033
Airlines,Online,Bronze Plan,No,33.0,SINGAPORE,154.0,38.5,F,25.0,1,0.9401069
Airlines,Online,Annual Gold Plan,No,365.0,SINGAPORE,278.85,69.71,M,59.0,1,0.7599337
Airlines,Online,Value Plan,No,120.0,TURKEY,109.0,38.15,F,26.0,0,0.00011507583
Airlines,Online,Basic Plan,No,19.0,THAILAND,22.0,7.7,F,47.0,0,0.0008676088
Airlines,Online,Value Plan,No,0.0,BRUNEI DARUSSALAM,15.0,6.0,F,24.0,0,1.1840605e-06
Airlines,Online,Bronze Plan,No,29.0,SINGAPORE,27.0,6.75,M,30.0,0,0.0145051675
Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,38.35,9.59,M,32.0,0,0.0027372842
Airlines,Online,Silver Plan,Yes,16.0,SINGAPORE,127.0,31.75,M,34.0,1,0.030910073
Airlines,Online,Basic Plan,No,9.0,CHINA,22.0,7.7,F,69.0,0,0.003377447
Airlines,Online,Bronze Plan,Yes,14.0,SINGAPORE,23.4,5.85,M,69.0,1,0.98598874
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,59.0,14.75,M,43.0,0,0.015523595
Airlines,Online,Basic Plan,No,17.0,THAILAND,33.0,11.55,M,37.0,0,4.0128593e-06
Airlines,Online,Gold Plan,No,11.0,SINGAPORE,63.7,15.93,M,45.0,1,0.09461219
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,34.5,8.63,M,36.0,1,0.016730044
Airlines,Online,Bronze Plan,No,21.0,SINGAPORE,44.85,11.21,M,28.0,0,0.0006864975
Airlines,Online,Basic Plan,No,9.0,THAILAND,22.0,7.7,F,45.0,0,0.00028914682
Airlines,Online,Value Plan,No,86.0,MALAYSIA,56.0,19.6,F,33.0,0,3.343803e-05
Airlines,Online,Basic Plan,No,9.0,HONG KONG,22.0,7.7,M,58.0,1,0.3141159
Travel Agency,Offline,Comprehensive Plan,No,6.0,THAILAND,29.0,9.57,F,27.0,0,0.0022506197
Airlines,Online,Basic Plan,No,81.0,CHINA,63.0,22.05,F,28.0,0,2.5063035e-05
Airlines,Online,Basic Plan,No,32.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,39.0,0,0.0057285842
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,18.5,4.63,M,19.0,0,2.7161154e-06
Airlines,Online,Basic Plan,No,24.0,MALAYSIA,18.0,6.3,F,48.0,0,0.00037217847
Airlines,Online,Basic Plan,No,90.0,JAPAN,35.0,12.25,M,29.0,0,1.179456e-05
Airlines,Online,24 Protect,No,91.0,VIET NAM,19.55,6.84,M,48.0,0,0.0004442925
Airlines,Online,Basic Plan,No,27.0,MYANMAR,18.0,6.3,F,27.0,0,9.9660625e-05
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,M,45.0,0,0.0004884772
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,35.0,8.75,F,57.0,1,0.017008152
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,252.85,63.21,F,59.0,1,0.5578133
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,30.55,7.64,M,49.0,0,0.000557875
Airlines,Online,Basic Plan,No,23.0,PHILIPPINES,30.0,10.5,M,54.0,0,7.4310425e-05
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,252.85,63.21,F,39.0,1,0.9354244
Airlines,Online,Basic Plan,No,8.0,INDONESIA,22.0,7.7,F,70.0,0,0.00023430913
Airlines,Online,Basic Plan,No,6.0,MALAYSIA,18.0,6.3,F,27.0,0,0.00015135927
Travel Agency,Offline,Comprehensive Plan,No,92.0,MALAYSIA,29.0,9.57,F,77.0,0,1.8943041e-05
Airlines,Online,Basic Plan,No,31.0,THAILAND,18.0,6.3,M,40.0,0,0.0005176039
Airlines,Online,Annual Silver Plan,Yes,369.0,SINGAPORE,187.85,46.96,M,74.0,0,0.0001821315
Airlines,Online,Bronze Plan,No,38.0,SINGAPORE,61.1,15.28,F,37.0,1,0.77518696
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,25.2,6.3,M,54.0,0,0.0065732882
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,187.85,46.96,M,59.0,1,0.6107652
Airlines,Online,Basic Plan,No,14.0,HONG KONG,26.0,9.1,F,62.0,0,0.0069472883
Airlines,Online,Basic Plan,No,134.0,PHILIPPINES,37.0,12.95,F,43.0,0,4.0741716e-06
Travel Agency,Online,Premier Plan,No,22.0,UNITED KINGDOM,111.0,42.18,M,48.0,1,0.018837946
Airlines,Online,Silver Plan,No,39.0,SINGAPORE,84.5,21.13,F,45.0,1,0.54321843
Travel Agency,Online,Value Plan,No,82.0,NETHERLANDS,0.0,28.5,M,22.0,0,3.480692e-10
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,53.95,13.49,F,30.0,1,0.41009736
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,38.35,9.59,M,32.0,0,0.0011356014
Airlines,Online,Basic Plan,No,66.0,CHINA,63.0,22.05,M,26.0,0,2.8717628e-05
Airlines,Online,Basic Plan,No,13.0,AUSTRALIA,22.0,7.7,M,61.0,0,3.912431e-05
Airlines,Online,Basic Plan,No,42.0,THAILAND,22.0,7.7,M,34.0,0,0.00043957718
Airlines,Online,Bronze Plan,No,42.0,SINGAPORE,53.5,13.38,M,30.0,1,0.21418943
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,35.25,8.81,F,48.0,1,0.24857609
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,18.9,4.72,F,24.0,1,0.1832009
Airlines,Online,Basic Plan,No,34.0,VIET NAM,22.0,7.7,M,58.0,0,0.0009614726
Airlines,Online,Basic Plan,No,15.0,VIET NAM,22.0,7.7,M,57.0,0,0.0007501449
Travel Agency,Online,Value Plan,No,6.0,INDONESIA,28.0,10.64,M,48.0,0,0.0038819755
Travel Agency,Offline,Comprehensive Plan,No,142.0,THAILAND,29.0,9.57,F,56.0,0,0.0010079397
Airlines,Online,Gold Plan,No,11.0,SINGAPORE,114.75,28.69,M,35.0,0,0.00018490052
Airlines,Online,Basic Plan,No,1.0,INDONESIA,18.0,6.3,M,70.0,0,0.0001180934
Airlines,Online,Basic Plan,No,8.0,MYANMAR,22.0,7.7,M,54.0,0,0.00035935018
Airlines,Online,Basic Plan,No,73.0,PHILIPPINES,0.0,11.55,F,47.0,0,2.386538e-06
Airlines,Online,Value Plan,No,32.0,JAPAN,69.0,24.15,M,37.0,0,3.1578888e-06
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,32.5,8.13,M,29.0,0,2.7613267e-05
Airlines,Online,Gold Plan,No,26.0,SINGAPORE,119.0,29.75,M,48.0,1,0.05837333
Airlines,Online,Value Plan,No,18.0,JAPAN,58.0,20.3,F,29.0,0,2.9208963e-05
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,35.25,8.81,F,28.0,0,0.010975808
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,F,40.0,1,0.80398726
Airlines,Online,Basic Plan,No,1.0,MALAYSIA,18.0,6.3,M,29.0,0,2.6974521e-05
Airlines,Online,Gold Plan,No,60.0,SINGAPORE,146.25,36.56,M,72.0,1,0.03665048
Travel Agency,Online,Value Plan,No,129.0,NETHERLANDS,109.0,41.42,M,48.0,0,4.7145088e-05
Airlines,Online,Basic Plan,No,10.0,SRI LANKA,35.0,12.25,F,44.0,0,0.00041823476
Airlines,Online,Basic Plan,No,40.0,JAPAN,35.0,12.25,M,34.0,0,5.5898567e-05
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,M,39.0,1,0.99490356
Airlines,Online,Basic Plan,No,82.0,"KOREA, REPUBLIC OF",35.0,12.25,F,49.0,0,1.87006e-05
Airlines,Online,Basic Plan,No,2.0,THAILAND,18.0,6.3,M,41.0,0,1.1742227e-05
Airlines,Online,Basic Plan,No,32.0,CHINA,35.0,12.25,M,45.0,0,5.9258593e-05
Airlines,Online,Value Plan,No,18.0,AUSTRALIA,45.0,15.75,M,36.0,0,0.00012306802
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,389.0,97.25,F,27.0,0,0.014296091
Airlines,Online,Basic Plan,No,5.0,PHILIPPINES,18.0,6.3,M,39.0,0,6.516685e-05
Airlines,Online,Basic Plan,No,123.0,CHINA,40.0,14.0,F,30.0,0,3.9912e-06
Airlines,Online,Value Plan,No,2.0,INDIA,93.0,37.2,M,118.0,0,7.697929e-05
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,M,45.0,0,0.00037898478
Travel Agency,Online,Premier Plan,No,98.0,NETHERLANDS,86.0,32.68,F,48.0,0,9.1157934e-05
Airlines,Online,Basic Plan,No,139.0,JAPAN,40.0,14.0,M,23.0,0,0.0016773288
Airlines,Online,Basic Plan,No,48.0,CHINA,56.0,19.6,M,49.0,0,6.677693e-05
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,0.0,63.21,F,46.0,0,4.201795e-09
Airlines,Online,Value Plan,No,37.0,INDIA,31.0,12.4,F,118.0,0,0.00052632
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,M,62.0,1,0.99713767
Airlines,Online,Silver Plan,No,14.0,SINGAPORE,70.85,17.71,M,27.0,0,0.0041936925
Travel Agency,Online,Value Plan,No,18.0,FRANCE,75.0,28.5,M,48.0,0,0.0019124654
Airlines,Online,Gold Plan,No,13.0,SINGAPORE,63.7,15.93,F,53.0,1,0.7464977
Airlines,Online,Bronze Plan,No,65.0,SINGAPORE,23.0,5.75,M,43.0,1,0.036040075
Airlines,Online,Basic Plan,No,10.0,INDONESIA,18.0,6.3,M,48.0,0,5.2219344e-05
Airlines,Online,Value Plan,No,65.0,UNITED STATES,96.0,33.6,F,39.0,1,0.027421655
Airlines,Online,Value Plan,No,32.0,CHINA,58.0,20.3,M,56.0,0,1.8013763e-05
Airlines,Online,Value Plan,No,45.0,INDIA,39.0,15.6,M,118.0,0,0.00021398343
Airlines,Online,Basic Plan,No,22.0,HONG KONG,35.0,12.25,M,67.0,0,0.00075319206
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,187.85,46.96,M,47.0,1,0.2193309
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,30.55,7.64,F,30.0,0,0.0007522785
Airlines,Online,24 Protect,No,8.0,PHILIPPINES,14.39,5.04,F,48.0,0,0.0006374682
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,F,53.0,0,0.00032590277
Airlines,Online,Basic Plan,No,7.0,CHINA,26.0,9.1,M,49.0,1,0.10558389
Airlines,Online,Value Plan,No,241.0,AUSTRALIA,69.0,24.15,F,56.0,0,0.00018845015
Airlines,Online,Basic Plan,No,36.0,HONG KONG,26.0,9.1,M,45.0,0,0.00010779701
Airlines,Online,Basic Plan,No,102.0,CHINA,40.0,14.0,M,54.0,0,6.339615e-06
Airlines,Online,Value Plan,No,71.0,NORWAY,125.0,43.75,M,24.0,0,3.0189833e-05
Airlines,Online,Basic Plan,No,17.0,THAILAND,22.0,7.7,F,30.0,0,0.000343682
Airlines,Online,Basic Plan,No,6.0,PHILIPPINES,22.0,7.7,M,37.0,0,0.00021135328
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,17.25,4.31,F,48.0,0,0.001264478
Airlines,Online,Basic Plan,No,47.0,NEPAL,49.0,17.15,M,18.0,0,0.0025448678
Airlines,Online,Silver Plan,No,4.0,SINGAPORE,24.05,6.01,M,30.0,0,9.99974e-07
Airlines,Online,Value Plan,No,21.0,INDIA,117.0,46.8,M,118.0,0,0.0027471662
Airlines,Online,24 Protect,No,1.0,MALAYSIA,8.28,2.9,M,48.0,0,6.0031674e-05
Airlines,Online,Basic Plan,No,7.0,HONG KONG,22.0,7.7,F,22.0,0,0.0013709109
Airlines,Online,Basic Plan,No,8.0,INDONESIA,18.0,6.3,F,37.0,0,0.0006999066
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,289.0,72.25,F,36.0,1,0.8138048
Travel Agency,Online,Premier Plan,No,19.0,FRANCE,86.0,32.68,F,22.0,0,6.559589e-06
Airlines,Online,Bronze Plan,No,41.0,SINGAPORE,30.55,7.64,M,28.0,0,0.011240277
Airlines,Online,Basic Plan,No,9.0,THAILAND,22.0,7.7,M,35.0,0,3.441793e-05
Airlines,Online,Basic Plan,No,56.0,PHILIPPINES,37.0,12.95,F,27.0,0,9.281929e-05
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,23.4,5.85,F,26.0,1,0.0717523
Airlines,Online,Value Plan,No,24.0,BRUNEI DARUSSALAM,23.0,9.2,M,53.0,0,0.0002093271
Airlines,Online,Basic Plan,No,18.0,THAILAND,18.0,6.3,F,55.0,0,0.008483507
Airlines,Online,Value Plan,No,97.0,BRUNEI DARUSSALAM,23.0,9.2,M,56.0,0,4.5838007e-07
Airlines,Online,24 Protect,No,3.0,PHILIPPINES,6.25,2.19,F,48.0,0,9.092188e-05
Airlines,Online,Basic Plan,No,72.0,INDONESIA,22.0,7.7,F,46.0,0,8.7068065e-06
Airlines,Online,Basic Plan,No,21.0,INDONESIA,42.0,14.7,F,38.0,0,1.1664384e-06
Airlines,Online,Value Plan,No,21.0,CHINA,83.0,29.05,F,34.0,0,6.896103e-06
Airlines,Online,Basic Plan,No,6.0,PHILIPPINES,18.0,6.3,M,47.0,0,6.4889224e-05
Airlines,Online,Value Plan,No,15.0,BRUNEI DARUSSALAM,23.0,9.2,M,45.0,0,0.0013972464
Airlines,Online,Basic Plan,No,33.0,PHILIPPINES,58.0,20.3,M,64.0,0,6.937297e-05
Airlines,Online,Basic Plan,No,54.0,JAPAN,40.0,14.0,M,22.0,0,0.015567592
Airlines,Online,Basic Plan,No,34.0,THAILAND,18.0,6.3,M,42.0,0,0.0017529791
Airlines,Online,Annual Gold Plan,Yes,365.0,SINGAPORE,449.25,112.31,M,37.0,1,0.9932719
Airlines,Online,Value Plan,No,15.0,CHINA,40.0,14.0,F,26.0,0,0.0013038061
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,301.0,75.25,F,57.0,1,0.06923193
Airlines,Online,Basic Plan,No,17.0,THAILAND,22.0,7.7,F,37.0,0,0.0015667515
Airlines,Online,Basic Plan,No,10.0,VIET NAM,22.0,7.7,M,55.0,0,2.6625816e-05
Airlines,Online,Value Plan,No,3.0,SWEDEN,49.0,17.15,M,27.0,0,1.3127315e-07
Airlines,Online,Basic Plan,No,11.0,THAILAND,22.0,7.7,M,42.0,0,2.1977476e-05
Airlines,Online,Annual Silver Plan,Yes,370.0,SINGAPORE,252.85,63.21,M,31.0,1,0.9927505
Travel Agency,Online,Value Plan,No,37.0,INDONESIA,28.0,10.64,F,48.0,0,0.008427784
Airlines,Online,Basic Plan,No,32.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,20.0,0,0.00041351275
Airlines,Online,Value Plan,No,9.0,CHINA,45.0,15.75,M,45.0,0,0.0010715466
Airlines,Online,Value Plan,No,18.0,CHINA,45.0,15.75,M,58.0,0,0.00075450493
Airlines,Online,Basic Plan,No,106.0,HONG KONG,26.0,9.1,F,30.0,0,0.00023098655
Airlines,Online,Basic Plan,No,181.0,THAILAND,22.0,7.7,F,51.0,0,0.00018086522
Travel Agency,Online,Premier Plan,No,21.0,GERMANY,72.0,27.36,M,48.0,1,0.16827054
Airlines,Online,Basic Plan,No,32.0,THAILAND,30.0,10.5,M,45.0,0,0.00035589142
Airlines,Online,Basic Plan,No,6.0,MALAYSIA,22.0,7.7,M,54.0,0,0.00035935018
Airlines,Online,Value Plan,No,23.0,INDIA,58.0,20.3,M,69.0,1,0.2988634
Airlines,Online,Silver Plan,No,42.0,SINGAPORE,54.6,13.65,M,21.0,1,0.15198807
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,17.55,4.39,M,38.0,0,0.0001743429
Airlines,Online,Value Plan,No,90.0,FRANCE,109.0,38.15,F,30.0,0,6.515728e-06
Airlines,Online,Basic Plan,No,104.0,THAILAND,22.0,7.7,F,36.0,0,0.0039087813
Airlines,Online,Basic Plan,No,10.0,CHINA,35.0,12.25,M,66.0,0,0.010312738
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,23.4,5.85,F,44.0,1,0.018231688
Airlines,Online,Basic Plan,No,17.0,CHINA,26.0,9.1,F,29.0,0,0.0012290839
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,24.05,6.01,M,79.0,0,6.534489e-05
Airlines,Online,Basic Plan,No,37.0,INDONESIA,37.0,12.95,F,27.0,0,5.9282953e-05
Airlines,Online,Basic Plan,No,46.0,MALAYSIA,18.0,6.3,F,53.0,0,0.0046844827
Airlines,Online,Basic Plan,No,14.0,INDONESIA,18.0,6.3,F,25.0,0,0.0037224055
Airlines,Online,Basic Plan,No,5.0,MALAYSIA,22.0,7.7,M,54.0,0,0.00047976253
Airlines,Online,Basic Plan,No,33.0,INDONESIA,18.0,6.3,F,26.0,0,0.00073515304
Airlines,Online,Basic Plan,No,2.0,THAILAND,18.0,6.3,F,27.0,0,1.8466175e-05
Airlines,Online,Bronze Plan,No,76.0,SINGAPORE,107.0,26.75,M,35.0,0,0.011865464
Airlines,Online,24 Protect,No,1.0,PHILIPPINES,11.29,3.95,F,48.0,0,7.32568e-05
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,19.5,4.88,F,43.0,0,0.004336057
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,M,65.0,1,0.047233682
Airlines,Online,Value Plan,No,67.0,UNITED STATES,73.0,25.55,M,54.0,0,0.0003806861
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,17.55,4.39,M,25.0,0,0.00010232726
Airlines,Online,Annual Gold Plan,No,386.0,SINGAPORE,389.35,97.34,F,62.0,0,0.0045456304
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,187.85,46.96,F,70.0,0,0.00039646556
Airlines,Online,Basic Plan,No,33.0,INDONESIA,52.0,18.2,M,56.0,0,0.000286315
Airlines,Online,Basic Plan,No,90.0,MALAYSIA,22.0,7.7,F,57.0,0,7.3182855e-05
Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,M,24.0,0,3.1534673e-05
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,301.0,75.25,M,41.0,1,0.15078975
Travel Agency,Online,Premier Plan,No,26.0,INDONESIA,38.0,14.44,M,48.0,0,0.0029391015
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,F,52.0,1,0.06397537
Airlines,Online,Basic Plan,No,12.0,CHINA,35.0,12.25,M,35.0,0,4.571963e-05
Airlines,Online,Basic Plan,No,14.0,THAILAND,22.0,7.7,F,38.0,0,0.002414965
Airlines,Online,Annual Silver Plan,No,373.0,SINGAPORE,252.85,63.21,M,41.0,1,0.8897493
Airlines,Online,Value Plan,No,59.0,CANADA,0.0,42.35,M,30.0,0,1.1685959e-09
Airlines,Online,Basic Plan,No,16.0,CHINA,26.0,9.1,F,37.0,1,0.09240081
Travel Agency,Online,Premier Plan,No,120.0,NETHERLANDS,130.0,49.4,F,48.0,0,0.003505222
Airlines,Online,Gold Plan,No,5.0,SINGAPORE,37.8,9.45,M,41.0,0,0.0028113562
Airlines,Online,Value Plan,No,122.0,IRELAND,49.0,17.15,M,22.0,0,7.1468407e-06
Airlines,Online,Basic Plan,No,15.0,INDONESIA,22.0,7.7,M,25.0,0,0.0033508518
Airlines,Online,Bronze Plan,No,128.0,SINGAPORE,30.55,7.64,F,49.0,0,0.00033937345
Airlines,Online,Basic Plan,No,39.0,HONG KONG,26.0,9.1,F,35.0,1,0.036578953
Airlines,Online,Value Plan,No,257.0,INDIA,50.0,20.0,F,118.0,0,7.528916e-06
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,36.75,9.19,F,33.0,0,0.0032201204
Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,M,34.0,0,6.36579e-05
Airlines,Online,Basic Plan,No,17.0,CHINA,26.0,9.1,M,60.0,0,0.0054919743
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,23.8,5.95,M,34.0,1,0.07980554
Airlines,Online,24 Protect,No,1.0,PHILIPPINES,13.14,4.6,F,48.0,0,0.0002730052
Airlines,Online,Basic Plan,No,50.0,THAILAND,22.0,7.7,F,49.0,1,0.054371398
Airlines,Online,Basic Plan,No,41.0,JAPAN,35.0,12.25,F,39.0,0,0.0006829896
Airlines,Online,Basic Plan,No,33.0,CHINA,69.0,24.15,F,46.0,0,0.00011992302
Airlines,Online,Basic Plan,No,43.0,PHILIPPINES,42.0,14.7,M,33.0,0,5.8006906e-05
Airlines,Online,Basic Plan,No,22.0,MALAYSIA,22.0,7.7,M,26.0,0,2.1938045e-05
Airlines,Online,Bronze Plan,No,0.0,SINGAPORE,14.4,3.6,M,49.0,0,9.934173e-05
Airlines,Online,Basic Plan,No,5.0,AUSTRALIA,22.0,7.7,M,44.0,0,8.4924344e-05
Airlines,Online,Basic Plan,No,52.0,AUSTRALIA,35.0,12.25,F,28.0,0,0.00018393902
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,20.25,5.06,M,56.0,0,0.0003579898
Airlines,Online,Value Plan,No,47.0,SPAIN,87.0,30.45,F,31.0,0,0.004599818
Airlines,Online,Basic Plan,No,27.0,THAILAND,30.0,10.5,M,40.0,0,0.00018560798
Airlines,Online,Value Plan,No,27.0,CHINA,58.0,20.3,M,46.0,0,5.6265395e-05
Airlines,Online,Basic Plan,No,19.0,THAILAND,22.0,7.7,F,63.0,0,0.0023077785
Airlines,Online,Basic Plan,No,16.0,CHINA,26.0,9.1,F,64.0,0,0.0012087655
Airlines,Online,Silver Plan,No,28.0,SINGAPORE,22.2,5.55,F,53.0,1,0.04598569
Airlines,Online,Value Plan,No,72.0,UNITED STATES,121.0,42.35,F,50.0,1,0.19401558
