Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13.0,CHINA,35.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,17.0,INDIA,20.0,0.0,,26.0
EPX,Travel Agency,Online,Cancellation Plan,No,11.0,THAILAND,13.0,0.0,,41.0
JZI,Airlines,Online,Basic Plan,No,12.0,VIET NAM,22.0,7.7,F,31.0
C2B,Airlines,Online,Silver Plan,No,7.0,SINGAPORE,37.5,9.38,F,52.0
EPX,Travel Agency,Online,Cancellation Plan,No,18.0,FRANCE,12.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,47.0,UNITED STATES,112.0,0.0,,40.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23.0,AUSTRALIA,49.5,29.7,,52.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,PHILIPPINES,41.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,INDIA,20.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,45.0,SINGAPORE,1.48,0.41,,48.0
SSI,Airlines,Online,Ticket Protector,No,50.0,SINGAPORE,11.94,3.35,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,174.0,INDONESIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,70.0,UNITED KINGDOM,86.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,279.0,SINGAPORE,72.0,0.0,,22.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,102.0,AUSTRALIA,79.2,47.52,,35.0
JZI,Airlines,Online,Basic Plan,No,32.0,PHILIPPINES,52.0,18.2,F,28.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6.0,INDONESIA,30.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,12.0,SINGAPORE,35.5,8.88,M,26.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26.0,"TAIWAN, PROVINCE OF CHINA",22.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,57.0,THAILAND,10.0,0.0,,28.0
C2B,Airlines,Online,Bronze Plan,No,31.0,SINGAPORE,61.1,15.28,F,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,AUSTRALIA,43.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,52.0,GREECE,36.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,23.4,5.85,F,33.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,SINGAPORE,10.0,0.0,,57.0
ART,Airlines,Online,Value Plan,No,13.0,HONG KONG,51.0,17.85,M,118.0
EPX,Travel Agency,Online,Cancellation Plan,No,58.0,SINGAPORE,39.0,0.0,,27.0
EPX,Travel Agency,Online,Cancellation Plan,No,10.0,UNITED ARAB EMIRATES,51.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,92.0,INDIA,25.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,"TAIWAN, PROVINCE OF CHINA",34.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,105.0,INDONESIA,37.0,12.95,F,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,36.0,GERMANY,112.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,5.0,SINGAPORE,1.8,0.5,,48.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29.0,AUSTRALIA,0.0,89.1,,61.0
EPX,Travel Agency,Online,Cancellation Plan,No,118.0,INDIA,15.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,56.0,JAPAN,89.1,53.46,,56.0
C2B,Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,34.5,8.63,M,28.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26.0,INDONESIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49.0,"KOREA, REPUBLIC OF",42.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,INDONESIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15.0,MALDIVES,65.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4.0,MALAYSIA,20.0,0.0,,63.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,2.0,THAILAND,25.0,0.0,,34.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37.0,CANADA,112.0,0.0,,49.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,94.0,NEW ZEALAND,227.7,136.62,,46.0
CCR,Travel Agency,Offline,Comprehensive Plan,No,6.0,THAILAND,29.0,9.57,M,30.0
EPX,Travel Agency,Online,Cancellation Plan,No,129.0,MALAYSIA,10.0,0.0,,29.0
EPX,Travel Agency,Online,Cancellation Plan,No,56.0,PHILIPPINES,11.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,38.0,"KOREA, REPUBLIC OF",0.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,12.0,HONG KONG,26.0,9.1,M,52.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,MALAYSIA,13.0,0.0,,63.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,THAILAND,11.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,173.0,"KOREA, REPUBLIC OF",31.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,47.0,UNITED KINGDOM,89.1,53.46,,34.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,84.0,FRANCE,0.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,20.0,MALAYSIA,22.0,7.7,M,40.0
C2B,Airlines,Online,Annual Gold Plan,No,378.0,SINGAPORE,278.85,69.71,M,50.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,11.0,SINGAPORE,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,60.0,JAPAN,16.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,19.0,VIET NAM,22.0,7.7,F,44.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47.0,THAILAND,27.0,0.0,,22.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,THAILAND,29.0,0.0,,29.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,"TAIWAN, PROVINCE OF CHINA",25.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,"TAIWAN, PROVINCE OF CHINA",28.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,UNITED STATES,57.0,0.0,,70.0
EPX,Travel Agency,Online,Cancellation Plan,No,190.0,THAILAND,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,10.0,THAILAND,25.0,0.0,,32.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,80.0,AUSTRALIA,-69.3,41.58,,52.0
EPX,Travel Agency,Online,Cancellation Plan,No,48.0,UNITED KINGDOM,26.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,77.0,"TAIWAN, PROVINCE OF CHINA",34.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,38.0,SINGAPORE,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,109.0,INDIA,33.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,17.0,ARGENTINA,80.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,53.0,HONG KONG,25.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,11.0,ARGENTINA,80.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,INDIA,26.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,21.0,"KOREA, REPUBLIC OF",0.0,12.25,F,35.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,153.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,30.0,RUSSIAN FEDERATION,80.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,25.0,MALAYSIA,10.0,0.0,,39.0
JZI,Airlines,Online,Basic Plan,No,19.0,THAILAND,30.0,10.5,M,47.0
EPX,Travel Agency,Online,Cancellation Plan,No,26.0,UNITED STATES,10.0,0.0,,54.0
EPX,Travel Agency,Online,Cancellation Plan,No,28.0,"TAIWAN, PROVINCE OF CHINA",16.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,91.0,ITALY,0.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,11.0,UNITED KINGDOM,0.0,5.94,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,56.0,MYANMAR,12.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21.0,AUSTRALIA,39.6,23.76,,31.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,261.0,COLOMBIA,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,F,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,12.0,THAILAND,10.0,0.0,,46.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19.0,THAILAND,25.0,0.0,,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,HONG KONG,14.0,0.0,,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,"KOREA, REPUBLIC OF",112.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,46.0,CHINA,80.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,JAPAN,35.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,32.0,UNITED KINGDOM,55.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19.0,SINGAPORE,21.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,90.0,INDONESIA,22.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,74.0,SPAIN,19.8,11.88,,35.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,45.0,THAILAND,39.6,23.76,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40.0,CANADA,112.0,0.0,,23.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,HONG KONG,49.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,CHINA,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42.0,CHINA,76.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,40.0,JAPAN,64.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,25.0,AUSTRALIA,79.2,47.52,,33.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14.0,AUSTRALIA,69.3,41.58,,71.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13.0,AUSTRALIA,32.0,0.0,,36.0
C2B,Airlines,Online,Gold Plan,No,48.0,SINGAPORE,114.75,28.69,F,47.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,97.0,INDONESIA,33.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,42.0,SRI LANKA,28.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,35.0,INDIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,48.0,DENMARK,98.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,15.0,SWITZERLAND,87.0,30.45,F,45.0
JZI,Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,F,43.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4.0,THAILAND,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,39.0,DENMARK,108.9,65.34,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24.0,VIET NAM,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,49.0,CANADA,10.0,0.0,,34.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,AUSTRALIA,13.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,MALAYSIA,29.0,0.0,,66.0
JZI,Airlines,Online,Basic Plan,No,5.0,THAILAND,22.0,7.7,M,36.0
C2B,Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,22.1,5.53,F,79.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12.0,HONG KONG,29.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21.0,HONG KONG,30.0,0.0,,36.0
C2B,Airlines,Online,Annual Silver Plan,No,375.0,SINGAPORE,291.75,72.94,M,47.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,VIET NAM,10.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5.0,INDIA,50.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6.0,UNITED ARAB EMIRATES,49.5,29.7,,31.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6.0,SINGAPORE,32.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4.0,NEW ZEALAND,19.8,11.88,,33.0
EPX,Travel Agency,Online,Cancellation Plan,No,35.0,CHINA,19.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,121.0,JAPAN,44.0,15.4,F,118.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,97.0,ICELAND,99.0,59.4,,59.0
JZI,Airlines,Online,Basic Plan,No,11.0,HONG KONG,26.0,9.1,M,21.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,31.0,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41.0,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,,46.0
EPX,Travel Agency,Online,Cancellation Plan,No,113.0,SINGAPORE,57.0,0.0,,36.0
KML,Travel Agency,Online,Value Plan,No,5.0,INDONESIA,28.0,10.64,F,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26.0,SINGAPORE,65.0,0.0,,36.0
C2B,Airlines,Online,Gold Plan,No,5.0,SINGAPORE,35.1,8.78,F,33.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26.0,CHINA,36.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15.0,UNITED STATES,99.0,0.0,,38.0
C2B,Airlines,Online,Silver Plan,No,15.0,SINGAPORE,0.0,10.89,M,25.0
JZI,Airlines,Online,Basic Plan,No,16.0,INDONESIA,18.0,6.3,F,38.0
JZI,Airlines,Online,Basic Plan,No,33.0,CHINA,26.0,9.1,F,42.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15.0,INDONESIA,38.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,56.0,SINGAPORE,23.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,48.0,INDONESIA,37.0,12.95,F,33.0
C2B,Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,22.1,5.53,M,64.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,227.0,SINGAPORE,77.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,69.0,THAILAND,21.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,22.0,GERMANY,14.0,0.0,,36.0
RAB,Airlines,Online,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,,37.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13.0,CHINA,60.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,20.0,AUSTRALIA,39.6,23.76,,53.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,292.0,CHINA,39.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,SINGAPORE,10.0,0.0,,22.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,159.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,CHINA,62.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,38.0,CHINA,44.0,15.4,F,52.0
RAB,Airlines,Online,Value Plan,No,51.0,BRUNEI DARUSSALAM,15.0,6.0,,38.0
JZI,Airlines,Online,Basic Plan,No,59.0,CHINA,40.0,14.0,M,46.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,INDONESIA,28.0,0.0,,47.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22.0,HONG KONG,21.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,71.0,INDONESIA,37.0,12.95,F,42.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,MALAYSIA,10.0,0.0,,29.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,52.0,THAILAND,33.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,SINGAPORE,22.0,0.0,,52.0
EPX,Travel Agency,Online,Cancellation Plan,No,43.0,JAPAN,80.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2.0,AUSTRALIA,9.9,5.94,,35.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,THAILAND,26.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,17.0,SINGAPORE,0.77,0.22,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,40.0,CHINA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19.0,VIET NAM,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17.0,MALAYSIA,19.8,11.88,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,1.0,MALAYSIA,34.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,84.0,SINGAPORE,3.22,0.9,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,113.0,THAILAND,12.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,38.0,HONG KONG,26.0,9.1,M,30.0
JZI,Airlines,Online,Basic Plan,No,26.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29.0,"TAIWAN, PROVINCE OF CHINA",28.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,15.0,THAILAND,20.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3.0,CHINA,46.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,MALAYSIA,10.0,0.0,,33.0
EPX,Travel Agency,Online,Cancellation Plan,No,17.0,CAMBODIA,21.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,CHINA,42.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,15.0,THAILAND,18.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6.0,VIET NAM,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,237.0,INDONESIA,27.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,PHILIPPINES,35.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,95.0,UNITED KINGDOM,39.6,23.76,,51.0
EPX,Travel Agency,Online,Cancellation Plan,No,118.0,CANADA,80.0,0.0,,43.0
JZI,Airlines,Online,Basic Plan,No,6.0,THAILAND,18.0,6.3,M,39.0
C2B,Airlines,Online,Bronze Plan,No,21.0,SINGAPORE,38.35,9.59,F,23.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12.0,AUSTRALIA,108.9,65.34,,62.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12.0,THAILAND,0.0,23.76,,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,MOROCCO,112.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,82.0,SINGAPORE,69.55,17.39,F,32.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40.0,JAPAN,44.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,116.0,INDIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,CHINA,21.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,32.9,8.22,M,49.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15.0,INDIA,37.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,13.0,UNITED STATES,30.0,0.0,,41.0
JZI,Airlines,Online,Basic Plan,No,90.0,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,69.0
EPX,Travel Agency,Online,Cancellation Plan,No,31.0,JAPAN,10.0,0.0,,37.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11.0,CHINA,38.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6.0,MALAYSIA,0.0,17.82,,34.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,54.0,UNITED KINGDOM,-69.3,41.58,,60.0
EPX,Travel Agency,Online,Cancellation Plan,No,188.0,SRI LANKA,56.0,0.0,,27.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,CHINA,0.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,14.0,MALAYSIA,10.0,0.0,,38.0
EPX,Travel Agency,Online,Cancellation Plan,No,39.0,SINGAPORE,57.0,0.0,,22.0
JZI,Airlines,Online,Basic Plan,No,48.0,INDONESIA,30.0,10.5,F,62.0
EPX,Travel Agency,Online,Cancellation Plan,No,34.0,INDONESIA,10.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,22.0,CHINA,26.0,9.1,M,37.0
JWT,Airlines,Online,Value Plan,No,38.0,INDIA,50.0,20.0,F,118.0
JWT,Airlines,Online,Value Plan,No,1.0,INDIA,31.0,12.4,M,118.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,83.0,SPAIN,19.8,11.88,,28.0
JWT,Airlines,Online,Value Plan,No,24.0,INDIA,39.0,15.6,M,118.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29.0,HONG KONG,54.0,0.0,,46.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,HONG KONG,27.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12.0,THAILAND,32.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,159.0,INDONESIA,14.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,33.0,MYANMAR,12.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,INDONESIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,80.0,AUSTRALIA,112.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,35.0,SINGAPORE,33.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,65.0,AUSTRALIA,0.0,47.52,,33.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,108.0,UNITED STATES,69.3,41.58,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6.0,PHILIPPINES,34.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,21.0,CHINA,26.0,9.1,M,54.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6.0,INDONESIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12.0,THAILAND,21.0,0.0,,55.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,18.0,MALAYSIA,39.6,23.76,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,SINGAPORE,38.0,0.0,,36.0
JWT,Airlines,Online,Value Plan,No,15.0,INDIA,78.0,31.2,M,118.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23.0,MALAYSIA,20.0,0.0,,40.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,AUSTRALIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,UNITED STATES,10.0,0.0,,32.0
JZI,Airlines,Online,Basic Plan,No,58.0,CHINA,26.0,9.1,M,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,14.0,CHINA,19.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16.0,THAILAND,20.0,0.0,,40.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,SINGAPORE,52.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,CHINA,27.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,140.0,NAMIBIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,18.0,CHINA,22.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,36.0,INDONESIA,10.0,0.0,,42.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,22.0,PHILIPPINES,22.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14.0,AUSTRALIA,39.6,23.76,,25.0
SSI,Airlines,Online,Ticket Protector,No,29.0,SINGAPORE,16.19,4.54,,48.0
JZI,Airlines,Online,Basic Plan,No,30.0,PHILIPPINES,22.0,7.7,M,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,66.0,JAPAN,48.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,109.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,22.0,THAILAND,10.0,0.0,,52.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,66.0,CANADA,-79.2,47.52,,46.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,SINGAPORE,14.0,0.0,,26.0
JZI,Airlines,Online,Basic Plan,No,8.0,MALAYSIA,18.0,6.3,M,50.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,AUSTRALIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,10.0,AUSTRALIA,34.0,0.0,,47.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,INDONESIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,112.0,UNITED STATES,-11.0,0.0,,22.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19.0,"KOREA, REPUBLIC OF",112.0,0.0,,36.0
